Título,URL detalle,id_inmueble,URL imagen,Etiquetas,Precio listado,Tipología listado,Descripción breve,Ubicación listado,Publicante,Acción disponible,Porcentaje terminado,Porcentaje vendido,Ocupación,Desarrollador,Estado,Parqueaderos,Financiación,Formas de pago,Cuota inicial,Cantidad de pisos,Aplica subsidio,Fecha de Finalización,Estrato,Descripción completa,Unidades,Latitud,Longitud,fecha_recoleccion
"TIERRALINDA DE LA PRADERA, Apartamento en Venta en TierraLinda, Cali",https://www.fincaraiz.com.co/proyectos-vivienda/tierralinda-de-la-pradera-apartamentos-en-venta-en-tierralinda-cali/6836856,6836856,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.67c9ffd1cfcca_infocdn__arfg5fo57qahf2rayq6jb8qep4k1zsm5aw0hg2kpjpg.jpg,[],Desde $ 336.554.663,3 Habs. 2 Baños 68.66 m²,"Tierralinda de la pradera, apartamento en venta en tierralinda, cali","Apartamento enCali, Valle del cauca",CONSTRUCTORA MELENDEZ,Llamar,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,Nuevos,¡Pregúntale!,Financiación 80% Crédito / método de pago.,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,5,"ENTREGA INMEDIATA. Tierralinda de la Pradera, un proyecto de vivienda NO VIS diseñado para ofrecerles un hogar moderno, confortable y rodeado de naturaleza en el corazón de Cali. Tierralinda de la Pradera se encuentra estratégicamente ubicado en una zona de gran proyección y desarrollo al sur de Cali. Rodeado de un entorno natural único y sostenible, este proyecto les brinda la oportunidad de vivir en un oasis de tranquilidad, lejos del bullicio de la ciudad, pero sin renunciar a la cercanía de todo lo que necesitan. El proyecto cuenta con 320 apartamentos distribuidos en 10 pisos, cada uno con 8 unidades. Los apartamentos tienen la opción de obra básica y ofrecen espacios amplios y bien iluminados, diseñados para adaptarse a sus necesidades y estilo de vida. El proyecto contiene una completa gama de zonas comunes para que usted y su familia puedan disfrutar al máximo de su tiempo libre. Piscina para adultos y niños, Kiosko con espacio para administración, Juegos infantiles, Sub-estación eléctrica, Zona para mascotas, Zona BBQ. Este plan incluye amplias zonas verdes, espacios públicos para el deporte y la cultura, y una gran variedad de servicios comerciales y educativos. Tierralinda de la Pradera no es solo un lugar para vivir, es una inversión en su futuro. Este proyecto ofrece una excelente oportunidad para adquirir una vivienda moderna, cómoda y ubicada en una zona de gran valorización en Cali",[],3.3423169,-76.5142859,2026-08-03
"TIERRALINDA DE LA PLANICIE, Apartamentos en Venta en TierraLinda, Cali",https://www.fincaraiz.com.co/proyectos-vivienda/tierralinda-de-la-planicie-apartamentos-en-venta-en-tierralinda-cali/7217724,7217724,https://s3.amazonaws.com/imagenesprof.fincaraiz.com.co/OVFR_COL/2022/5/20/3649643_128_7.jpg,[],Desde $ 233.700.000,2 Habs. 2 Baños 58 m²,"Tierralinda de la planicie, apartamentos en venta en tierralinda, cali","Apartamento enCali, Valle del cauca",CONSTRUCTORA MELENDEZ,Llamar,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,Nuevos,¡Pregúntale!,Financiación: 80% Crédito / método de pago.,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,4,"TL Planicie cuenta con 9 edificios de 8 y 10 pisos de altura con 8 y 10 apartamentos por piso, para un total de 730 unidades de vivienda, tiene 365 parqueaderos comunales y 86 parqueaderos de visitantes. Está dotado de tres porterías, UAR, planta eléctrica para zonas comunes, ascensor por edificio, kiosco social con batería de baños y cocineta, espacio para administración, senderos peatonales, zonas verdes, dos zonas para mascotas, tres zonas BBQ, piscina de adultos y niños y juegos infantiles.*El valor del apartamento corresponde a los 145 y 150 SMMLV según la fecha de escrituración*.",[],3.3425655,-76.5076166,2026-08-03
"SELEK, Apartamento en Venta en Santa monica, Cali",https://www.fincaraiz.com.co/proyectos-vivienda/selek-apartamentos-en-venta-en-santa-monica-cali/15018459,15018459,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69f8b7dfb84d4_infocdn__3wxve3w2hhtvrnlsonzb179p6r9jhixisfyzulavpng.png,[],Desde $ 297.881.468,1 Hab 1 Baño 30.4 m²,"Selek, apartamento en venta en santa monica, cali","Apartamento enCali, Valle del cauca",INDICO,Llamar,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,Sobre planos,¡Pregúntale!,VALOR DEL INMUEBLE 150 SMLV en el año de escrituracion,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,6,"PRECIO SUJETO A 150 SMLV en el año de escrituracion.Nace del concepto de lo selecto; Un estilo de vida diseñado para ofrecer experiencias únicas y auténticas. Pensado para vivir o invertir, permite rentar a viajeros contemporáneos, creativos y profesionales que buscan más que un lugar donde quedarse.Ubicación: Ubicado en Santa Mónica y a pasos de Granada, una de las zonas más vibrantes de Cali. Este proyecto con el sello INDICO combina exclusividad, diseño contemporáneo y conexión con lo mejor de la ciudad: gastronomía, arte, cultura y vida nocturna. SELÈK cuenta con 168 apartamentos tipo loft y una zona comercial con restaurantes y tiendas exclusivas.Amenities: Rooftop con infinity pool, Sun Deck, Gimnasio, Laundry, Rooftop Bar, Coworking, Terraza Zen, Zona BBQ, Vistas panorámicas.",[],3.463994,-76.5323476,2026-08-03
"TUCANES DEL CASTILLO, Casas en Venta en El castillo",https://www.fincaraiz.com.co/proyectos-vivienda/tucanes-del-castillo-casas-en-venta-en-el-castillo/15017407,15017407,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6808f46f298e7_infocdn__ci1zbc4dngjuzqwbyfedwvpbxb8vzgrsrrmc6lddjpg.jpg,[],Desde $ 677.100.000,3 Habs. 3 Baños 134.58 m²,"Tucanes del castillo, casas en venta en el castillo","Casa enCali, Valle del cauca",CONSTRUCTORA EL CASTILLO,Llamar,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,Sobre planos,1,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,2028,5,"Casas campestres de un piso desde $677.100.000No aplican subsidios.Si tus ingresos familiares superan los $17.710.000, puedes acceder aTucanes del CastilloVive en una ciudadela exclusiva, rodeada de naturaleza y lejos del ruido de la ciudad.Casas de un solo nivel, con diseño moderno y funcional: cocina abierta al área social, espacios amplios y cómodos, ideales para disfrutar en familia.Hasta 3 habitaciones y 3 baños, perfectas para familias y personas que buscan confort y accesibilidad sin escaleras.Alcoba principal con clóset, vestier y baño privado. Disfruta de terraza cubierta y jardín interno, pensados para desconectarte y vivir con tranquilidad.El proyecto cuenta con parqueadero para visitantes dentro del condominio.Separa tu casa con $8.000.000Empieza hoy una nueva forma de vivir en Tucanes del Castillo.",[],3.2780489,-76.5159674,2026-08-03
"Casa en Venta en Vipasa, Cali",https://www.fincaraiz.com.co/casa-en-venta-en-vipasa-cali/194060926,194060926,https://cdn4.fincaraiz.com.co/gen-ai/th.outside384x275.enhanced_image_20260801015225.png,[],$ 545.000.000,4 Habs. 3 Baños 264 m²,"Casa en venta en vipasa, cali","Casa enCali, Valle del cauca",LUIS CARLOS IBAGON SANCHEZ,Llamar,,,,,,,,,,,,,,"SE VENDE  amplisima  CASA-LOTE en el norte de Cali, en el barrio Vipasa, ideal para un buen proyecto de inverson para  la construccion  de inmueble habitacional ya sea para apartamentos o aparta-estudios en un area de terreno de 264 mt2 ( metros cuadrados ), la casa consta de amplia sala comedor, cocina integral,  baño social, tres alcobas con closet, baño completo para las alcobas, cuarto del servicio con baño,  amplio patio interior con zona de oficios y garaje para 3 vehiculos, antejardin con reja de seguridad, la casa esta ubicada a solo una cuadra de la avenida Tercera Norte, muy proxima al Centro Comercial de Chipichape y el Exito de la Flora, con excelentes vias de acceso, documentacion al dia y sin hipotecas, PRECIO 545 MILLONES de pesos NEGOCIABLES directamente con el propietario  -  CITA PREVIA  -  Francy  -  Luis Carlos",[],3.476077,-76.5200636,2026-08-03
"Apartamento en Venta en Mayapan las vegas, Cali",https://www.fincaraiz.com.co/apartamento-en-venta-en-mayapan-las-vegas-cali/192657839,192657839,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.687ad282a4143_infocdn__4tykc9me3lmuijcnrdvqvrnjqsr2tpgkjrzwznavjpg.jpg,[],$ 350.000.000,3 Habs. 3 Baños 102 m²,"Apartamento en venta en mayapan las vegas, cali","Apartamento enCali, Valle del cauca",Luz Adriana Soto Lopez,Llamar,,,,,,,,,,,,,,"VENDO APARTAMENTO EN VALLE DE LA FERREIRAÁrea construida 102 metros, área privada 92 metros, piso 4 sin ascensor, sala comedor amplia con techo en doble altura, estudio o sala de tv, 3 alcobas con closet, la principal con baño, baño de alcobas, alcoba del servicio con baño, zona de ropas, cocina integral, balcón, un  parqueadero doble en línea, 12.000 mil metros cuadrados de zona verde , cancha de básquet y voleibol, arenero para niños, piscina de adultos y niños, cerca a 14 de paso ancho, Alkosto, cerca a Unicentro, administración $582.000, precio $350.000.000",[],3.4516467,-76.5319854,2026-08-03
"Zenda, Apartamentos en Venta en Pance, Cali",https://www.fincaraiz.com.co/proyectos-vivienda/zenda-apartamentos-en-venta-en-pance-cali/15017681,15017681,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.689b593bdeb1f_infocdn__v7n7l6ibbzth8nnhgiv7bqtnjzablaflrvf1bucbjpg.jpg,[],Desde $ 1.274.408.390,3 Habs. 4 Baños 124.81 m²,"Zenda, apartamentos en venta en pance, cali","Apartamento enCali, Valle del cauca",CONSTRUCTORA BOLIVAR CALI,Llamar,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,Sobre planos,1,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,6,"Vive en un exclusivo proyecto con dos torres de 10 pisos, ascensores, parqueadero propio, planta eléctrica total y un elegante car lobby. Disfruta de piscina, cancha de pádel, circuito de jogging, turco, fire pits y gimnasio. Además, cuenta con espacios dotados como working lounge, coworking, simulador de golf y un salón social premium con cocina y terraza. ¡Todo el confort que sueñas para tu hogar!",[],3.3496177334126,-76.54190163315,2026-08-03
"Tribeca, Apartamento en Venta en Santa Anita, Cali",https://www.fincaraiz.com.co/proyectos-vivienda/tribeca-apartamentos-en-venta-en-santa-anita-cali/5992559,5992559,https://s3.amazonaws.com/imagenesprof.fincaraiz.com.co/OVFR_COL/2021/9/7/2903353_326_15.jpg,[],Desde $ 287.302.000,2 Habs. 1 Baño 44.41 m²,"Tribeca, apartamento en venta en santa anita, cali","Apartamento enCali, Valle del cauca",MARVAL CALI,Llamar,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,En construcción,¡Pregúntale!,Financiación: 75,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,4,"Tribeca apartamentos.  Ubicado en la carrera 50 con calle 14 . Apartamentos vis de renovacion urbana de 54,34 m2 aprox, en 2 edificios de 3 torres, cada edificio cuenta con 2 torres de 8 aptos por piso  y una torre de 6 aptos por piso, un total de 4 torres de 8 aptos por piso y 2 torres de 6 aptos por piso todas en 20 pisos, cada uno con sus puntos fijos. Cuenta con 2 habitaciones y un espacio disponible, que puede ser usado  como tercera habitacion, estudio o vestier, se entrega en obra gris.",[],3.40894412994385000000,-76.53088378906250000000,2026-08-03
"Apartamento en  Venta en El ingenio, Cali",https://www.fincaraiz.com.co/apartamento-en-venta-en-el-ingenio-cali/191981660,191981660,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.67a5876a69ef9_infocdn__gm6ywv8xhoyfmnmhgwdm0w6sgvnebcqliezpnaeyjpg.jpg,[],$ 325.000.000,3 Habs. 2 Baños 75 m²,"Apartamento en  venta en el ingenio, cali","Apartamento enCali, Valle del cauca",NEGOCIOS INMOBILIARIOS ACOVIL,Llamar,,,,,,,,,,,,,,"Apartamento en venta – BONITO. moderno, barrio El Ingenio uno  (Unidad cerrada) 4to (Cuarto piso) SIN ASCENSOR, acceso por las escaleras.Bonito, Moderno y remodelado, acceso por escaleras, en excelente estado. Situado en el barrio El Ingenio uno, con ubicación estratégica y fácil acceso a centros comerciales y vías principales.Cuenta con sala comedor, balcón, cocina integral moderna con alacenas y meson en marmol, zona de oficios independiente y pisos en porcelanato.Dispone de 3 alcobas, todas con clóset en poliuretano; la principal con baño privado, clóset de linos y aire acondicionado, además de baño auxiliar para alcobas.tiene un (1) parqueadero propio en plataforma.La unidad ofrece vigilancia 24/7, piscinas, zona infantil remodelada, salón social cubierto y parqueadero para visitantes.Se muestra todos los días incluyendo fines de semana. llamar inmobiliaria Acovil al celular ***",[],3.3814763104195,-76.537392733374,2026-08-03
"Apartamento en venta en Pance, Cali",https://www.fincaraiz.com.co/apartamento-en-venta-en-pance-cali/7435491,7435491,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/384x275/site/fincaraiz_service/media/listing/c6f641f4-edf5-4003-afd2-a5715d6a5784/photos/c6f641f4-edf5-4003-afd2-a5715d6a5784_8_False_d049b7db-4284-4923-8a4b-5bc473fde7ad.jpg,[],$ 800.000.000,3 Habs. 5 Baños 135 m²,"Apartamento en venta en pance, cali","Apartamento enCali, Valle del cauca",Patricia Losada Inmobiliaira,Llamar,,,,,,,,,,,,,,"Amplio balcón  en sala y alcoba principal, 3 alcobas cada una con baño, baño social, cuarto de servicio con baño, amplia zona de oficios, sala comedor, estudio, cocina integral, calentador a gas, doble balcón cada torre con 2 ascensores, 2 parqueaderos cubiertos, piscina para niños, 2 piscinas para adultos, turco, juegos infantiles, gimnasio, parqueaderos internos para visitantes, cerca al colegio Bolivar, Universidad San Buenaventura, restaurantes, centros comerciales, ruta de ciclismo hacia Pance. No tiene depósito.",[],3.3425206,-76.5437992,2026-08-03
"SAKURA, Apartamento en Venta en Bochalema, Cali",https://www.fincaraiz.com.co/proyectos-vivienda/sakura-apartamentos-en-venta-en-bochalema-cali/10721485,10721485,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.688bd71a21a30_infocdn__jrz8hhmzdgjrjzuapuqit07ti2vku2b17ek0tzcljpg.jpg,[],Desde $ 587.570.000,2 Habs. 2 Baños 84.59 m²,"Sakura, apartamento en venta en bochalema, cali","Apartamento enCali, Valle del cauca",CONSTRUCTORA BOLIVAR CALI,Llamar,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,Sobre planos,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,5,"¡Bienvenido a Sakura, tu nuevo hogar! Aquí encontrarás todo lo que necesitas para vivir con estilo y comodidad. Con parqueadero propio y cubierto, sala coworking y salón social dotados, además de un gym y tres canchas de pádel. Cada detalle de este proyecto de vivienda premium, ha sido diseñado pensando en ti y en el estilo de vida confortable que siempre buscaste. ¡Nunca te faltará diversión ni comodidad! Vive la vida al máximo en Sakura.",[],3.36525620000000000000,-76.50838020000000000000,2026-08-03
"Apartamento en Venta en Urbanizacion la flora, Cali",https://www.fincaraiz.com.co/apartamento-en-venta-en-urbanizacion-la-flora-cali/193607010,193607010,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a03b60f6411a_infocdn__6-1-1774537516-1jpg.jpg,[],$ 400.000.000,3 Habs. 2 Baños 86 m²,"Apartamento en venta en urbanizacion la flora, cali","Apartamento enCali, Valle del cauca",CENTURY 21 G&G,Llamar,,,,,,,,,,,,,,"Century 21 G&G ofrece en venta, en La flora, apartamento en cuarto piso, con excelente ventilación e iluminación. Tiene un área construida de 86,66 mt2, distribuida en amplia sala comedor unida al balcón mediante un ventanal piso techo; tres alcobas: la principal con baño y vestier, las otras dos cada una con closet; baño de alcobas; cocina integral amplia; zona de oficios con lavadero, instalación para lavadora y calentador a gas; bodega. Parqueadero doble en línea, sobre plataforma. En la zona social piscina para adultos y niños, salón social, juegos para niños, zona BBQ. Parqueadero interno para visitantes. Portería 24/7. Cámaras de seguridad y ronderos. Cerca de transporte público, colegios, supermercados, iglesia, parques, sector comercial, aeropuerto. Valor $400.000.000. APV.",[],3.4824082209117,-76.522135734558,2026-08-03
"Apartamento en venta en San antonio, Cali",https://www.fincaraiz.com.co/apartamento-en-venta-en-san-antonio-cali/11106315,11106315,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/384x275/site/fincaraiz_service/media/listing/bfdf5302-523e-47f1-8bce-2dcb10790bdb/photos/bfdf5302-523e-47f1-8bce-2dcb10790bdb_0_True_b59a1984-e222-4349-8fd9-4731cba6fe6e.jpg,[],$ 585.000.000,3 Habs. 5 Baños 120 m²,"Apartamento en venta en san antonio, cali","Apartamento enCali, Valle del cauca",Artemo y Bienes S.A.S,Llamar,,,,,,,,,,,,,,"VENTA DE APARTAMENTO en la ciudad de Cali, un moderno, cómodo, amplio e iluminado apartamento para alquiler, Con una área de 120m2 , cuenta con 3 alcobas, 4 baños, 2 garajes . La principal alcoba cuenta con un baño privado y closet, El apartamento también cuenta con citófono o intercomunicador, gas domiciliario, habitación de servicio y una zona de lavandería para un mayor confort y comodidad. la unidad cuenta con piscina, ascensor, vigilancia 24-7 Fuera del apartamento dispondrá de amplias zonas verdes, parques cercanos, acceso pavimentado, una zona comercial como así también una zona residencial, centros comerciales, transporte público cercano, parqueadero para visitantes y una portería o recepción. ***",[],3.4491768,-76.5414602,2026-08-03
