Título,URL detalle,id_inmueble,URL imagen,Etiquetas,Precio listado,Tipología listado,Descripción breve,Ubicación listado,Publicante,Acción disponible,Descripción completa,Unidades,Latitud,Longitud,Porcentaje terminado,Porcentaje vendido,Ocupación,Desarrollador,Estado,Parqueaderos,Financiación,Formas de pago,Cuota inicial,Cantidad de pisos,Aplica subsidio,Fecha de Finalización,Estrato,fecha_recoleccion
"Casa en Venta en El tesoro, Medellín",https://www.fincaraiz.com.co/casa-en-venta-en-el-tesoro-medellin/193908715,193908715,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a3b1be83ff7b_infocdn__1200x700-img-20260622-133237148-hdr-aejpg.jpg,[],$ 5.000.000.000,5 Habs. 7 Baños 450 m²,"Casa en venta en el tesoro, medellín","Casa enMedellín, Antioquia",,Llamar,"UNA RESIDENCIA QUE NO NECESITA PRESENTACIÓN. SOLO EL PROPIETARIO CORRECTO.Frente al Centro Comercial El Tesoro, en uno de los enclaves residenciales más exclusivos de Medellín, se encuentra una propiedad que rara vez llega al mercado.No estamos hablando de una casa.Estamos hablando de un activo patrimonial de alto nivel, diseñado para quienes entienden que el verdadero lujo no es llamar la atención, sino tener el privilegio de elegir cómo vivir.Con 600 m² de lote y 450 m² completamente remodelados para estrenar, esta residencia combina arquitectura, amplitud y privacidad en una ubicación prácticamente irrepetible dentro de El Poblado.Desde el momento en que se atraviesa la entrada principal, la sensación es diferente: espacios generosos, mármol y porcelanato de alta gama, iluminación cuidadosamente integrada y una distribución pensada para disfrutar tanto de la vida familiar como de reuniones sociales de alto nivel.La cocina abierta con isla se convierte en el corazón de la casa, conectándose de forma natural con las múltiples zonas sociales y los espacios exteriores.La propiedad cuenta con:• 5 habitaciones, cada una concebida como una suite privada.• 7 baños.• 3 salas independientes.• Estudio.• Apartamento de servicio independiente.• Amplia zona de lavandería.• Jacuzzi interior y zona húmeda privada.• Jardín.• Balcones con vistas privilegiadas.• Hasta 10 espacios de parqueo.La suite principal merece una mención aparte: un espacio concebido como un refugio privado, con balcón exclusivo, walking closet de gran formato, baño tipo spa, jacuzzi y ducha independiente.Todo ha sido remodelado para estrenar, conservando el carácter de una residencia sólida y elegante, pero incorporando las comodidades que exige el estilo de vida contemporáneo.Además, la propiedad cuenta con una ventaja cada vez más escasa en Medellín: la posibilidad de operar rentas cortas, generando un atractivo adicional tanto para usuarios finales como para inversionistas patrimoniales.Ubicada frente a El Tesoro, rodeada de gastronomía, comercio premium, servicios médicos de primer nivel y algunas de las mejores instituciones educativas de la ciudad, esta residencia ofrece algo que el dinero difícilmente puede comprar cuando desaparece del mercado:ubicación.? Conjunto Residencial Bonaparte – El Poblado? 600 m² de lote? 450 m² construidos? Hasta 10 parqueaderos? 5 habitaciones? 7 baños? Portería 24 horasPrecio: $5.000.000.000Se entrega completamente amoblada a puerta cerrada.(Opción negociable sin mobiliario).",[],6.1973646801,-75.5570907485,,,,,,,,,,,,,,2026-08-02
"Apartaestudio en  Venta en Laureles, Medellín",https://www.fincaraiz.com.co/apartaestudio-en-venta-en-laureles-medellin/191961926,191961926,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69f0e08f3d3eb_infocdn__gr16447420250203065923jpeg.jpeg,[],$ 290.000.000,1 Hab 1 Baño 32 m²,"Apartaestudio en  venta en laureles, medellín","Apartaestudio enMedellín, Antioquia",,Llamar,"¡Tu espacio ideal en Laureles La Castellana! ?✨Descubre este moderno apartamento estudio de 32m² ubicado en una de las zonas más estratégicas y exclusivas de la ciudad: Laureles La Castellana (Estrato 5).? 2 ambientes bien distribuidos? Habitación independiente con puerta para mayor privacidad? Balcón para disfrutar del aire fresco y la vista? Baño con vidrio templado, elegante y moderno? A pocas cuadras de la icónica Rotonda de Don Quijote? Ideal para vivir o invertir, con permiso para rentas cortas ??Ya sea que busques un hogar acogedor o una gran oportunidad de inversión, este apartamento tiene todo lo que necesitas. ¡No dejes pasar esta oportunidad!? Contáctame para más información o agendar una visita. ??",[],6.2515938,-75.5887989,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en El Poblado, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-el-poblado-medellin/193974346,193974346,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a57c6194c347_infocdn__picture-4913a47be92f437dbb5a9eb5c3461745jpeg.jpeg,[],$ 850.000.000,3 Habs. 3 Baños 181 m²,"Apartamento en venta en el poblado, medellín","Apartamento enMedellín, Antioquia",,Llamar,"Venta apartamento Poblado Santa María de los Ángeles, 850 millones, 3 alcobas, cocina, zona de ropas, para remodelar, Área Total: 181.06 m²,  Construido: 91.53 m², Terraza: 89.53 m², Alcobas: 3, Baños: 3, Parqueadero #16: Doble lineal  24.87 m², Cuarto útil #10: 1.42 m², Estrato: 6, Año construcción: 2003 , Valor Administración: COP ***, Avalúo predial: COP 319M, cerca a restaurantes, parques.",[],6.201989,-75.56843,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en Milla de Oro, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-milla-de-oro-medellin/192877624,192877624,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a578ee2953bd_infocdn__04901023-976e-40cd-8cb2-d27acd74eb46.jpeg,[],$ 1.150.000.000,2 Habs. 3 Baños 162 m²,"Apartamento en venta en milla de oro, medellín","Apartamento enMedellín, Antioquia",,Llamar,"¿Buscas estar cerca de todas las actividades de la ciudad de Medellín? ¡Este apartamento es para ti! Alcoba principal con estudio, gran vestier y baño privado, alcoba familiar muy generosa con clóset, biblioteca independiente o 3 alcoba, salón doble, baño social y familiar, amplio comedor independiente conectado a la cocina abierta con isla, amplia capacidad de almacenaje, torre de hornos y lavavajillas. Parqueadero doble. Cerca de la zona financiera del poblado, clínicas, supermercados, ciclorruta, parques. En unidad rodeada de árboles y jardín, te ofrecemos este moderno apartamento completamente remodelado, ***",[],6.2037188529578,-75.571844277588,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en Belén Rosales, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-belen-rosales-medellin/193571363,193571363,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69c6a2e2adb12_infocdn__foto-104361-901208722-5674987953-ssjpeg.jpeg,[],$ 1.150.000.000,3 Habs. 3 Baños 140 m²,"Apartamento en venta en belén rosales, medellín","Apartamento enMedellín, Antioquia",,Llamar,"VENTA DE LUJOSO PENTHOUSE DUPLEX EN MEDELLÍNApartamento en Belén Rosales, una ubicación excepcional a sólo dos cuadras del parque de Belén y Cerca a Unicentro.El apartamento consta de dos pisos , un total de 140 metros cuadrados y cuenta con lo siguiente:*3 Amplias habitaciones*3 baños con ducha*2 terrazas (una en cada piso)*1 balcón*1 estudio*Vestier en habitación principal*Todas las habitaciones tienen clóset*Cocina moderna en piedra sinterizada con isla central*Jacuzzi*Zona de ropas*Acabados de lujo*Puerta de seguridad y chapa táctil con reconocimiento de huella*1 parqueadero de carro y posibilidad de hacer el cuarto útil.*Edificio con sistema de cámaras y  video citófono en portería*Ascensor marca Mitsubishi para 10 pasajeros",[],6.2336432,-75.5946682,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en Robledo, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-robledo-medellin/193747007,193747007,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a04d73942185_infocdn__u87tteuuzberk4fb5y1ugzyrqegtbetjca2mg4wrjpg.jpg,[],$ 185.000.000,2 Habs. 1 Baño 47 m²,"Apartamento en venta en robledo, medellín","Apartamento enMedellín, Antioquia",,Llamar,"Apartamento para venta Sector Robledo parte Alta, cerca a La estación Aurora del Metro cable. 2 alcobas, salón comedor, cocina integral con red de gas, balcón, baño cabinado.",[],6.2818084744661,-75.615094665482,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en Las acacias, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-las-acacias-medellin/193288879,193288879,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69b06a728fd9f_infocdn__gr356401320260119113955jpg.jpg,[],$ 1.180.000.000,3 Habs. 2 Baños 106 m²,"Apartamento en venta en las acacias, medellín","Apartamento enMedellín, Antioquia",,Llamar,"Moderno apartamento de 106 m2 en venta, ubicado en una de las mejores zonas de Laureles - Acacias, el inmueble cuenta con amplio espacio de sala-comedor, doble balcón con triple acceso (acceso frontal, acceso por las habitaciones y por la sala, cocina abierta con barra americana, 2 baños, 3 alcobas y amplios clósets, habitación principal con baño, parqueadero amplio y disponible para realizar cuarto útil por el área del mismo.El edificio cuenta con portería 24/7, ubicado a pocas cuadras del Viva Laureles, la UPB y el Segundo Parque de Laureles, este apartamento garantiza acceso a una variada oferta de servicios, entretenimiento y movilidad, ideal para una vida práctica y moderna.",[],6.2434484,-75.5997037,,,,,,,,,,,,,,2026-08-02
"Casa en Venta en La castellana, Medellín",https://www.fincaraiz.com.co/casa-en-venta-en-la-castellana-medellin/193600919,193600919,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69d53cc58cfa5_infocdn__b50d0352-c051-4565-bf14-1723d0baa450.jpeg,[],$ 880.000.000,5 Habs. 3 Baños 306 m²,"Casa en venta en la castellana, medellín","Casa enMedellín, Antioquia",,Llamar,"Hermosa casa en arriendo, sector la castellana, no dejes pasar esta gran oportunidad de poder darte el gusto de vivir en un inmueble cómodo seguro y en una excelente zona tranquila. Este inmueble cuenta con un área de 306 metros, esta ubicada en un segundo piso, es un sector tranquilo con excelentes vías de acceso, cuenta con.. 5 habitaciones con closet, sala y comedor separados con excelentes espacios, balcón amplio, cocina integral con muebles superiores e inferiores, 2 patios, 3 baños, Vestier amplio en la habitación principal, esta espectacular casa cuenta con hermosos acabados que hacen de este lugar una experiencia inolvidable. No dejes pasar esta gran oportunidad, No dudes en comunicarte con nosotros para agendar tu cita. ***  ***",[],6.2394310089824,-75.60601801044,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en Laureles, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-laureles-medellin/193583364,193583364,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a34161e83775_infocdn__gr702732420250508090605jpg.jpg,[],$ 1.800.000.000,4 Habs. 5 Baños 300 m²,"Apartamento en venta en laureles, medellín","Apartamento enMedellín, Antioquia",,Llamar,"RENTA Y VENTA PENTHOUSE DUPLEX - LAURELESÁrea 300 mts apríximado con terraza incluídaCuenta con 4 alcobas ( todas con baño y vestier) sala comedor amplia, cocina integral abierta, baño social, zona de ropa, terraza amplia con perbola. Tiene garaje doble y cuartp útil.Edificio, portería diurnaINMOBILIARIA J URIBE",[],6.2515938,-75.5887989,,,,,,,,,,,,,,2026-08-02
"Bodega en Venta en El Poblado, Medellín",https://www.fincaraiz.com.co/bodega-en-venta-en-el-poblado-medellin/193417898,193417898,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a3af66c7f2c1_infocdn__foto-30655-900456792-9742183139-ssjpg.jpg,[],$ 15.450.000.000,4 Baños 2060 m²,"Bodega en venta en el poblado, medellín","Bodega enMedellín, Antioquia",,Llamar,"Bodega en Venta en Medellín, 2060 m2 construidos, doble puerta camión, piso en concreto, 6 metros de altura. Contacto Juan Cardona ***",[],6.2341217,-75.585062,,,,,,,,,,,,,,2026-08-02
Apartamento en Venta en Medellín,https://www.fincaraiz.com.co/apartamento-en-venta-en-medellin/193663804,193663804,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a4d16df28805_infocdn__gr435652320260624033422jpeg.jpeg,[],$ 720.000.000,3 Habs. 2 Baños 80 m²,Apartamento en venta en medellín,"Apartamento enMedellín, Antioquia",,Llamar,"Disfruta de la tranquilidad y la amplitud en este hermoso apartamento. Piso alto, ideal para quienes buscan comodidad y excelente iluminación natural. Tres alcobas, amplio cuarto principal con baño privado, perfecto para el descanso y la privacidad.La zona social se integra armoniosamente con una cocina funcional y una vista despejada que convierte cada momento en casa en una experiencia única. El apartamento incluye dos parqueaderos independientes, brindando facilidad y seguridad para tus vehículos.Una excelente opción para vivir en familia con comodidad, estilo y una ubicación privilegiada.",[],6.200365,-75.577561,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en Los colores, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-los-colores-medellin/193663961,193663961,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69f10e8ae3192_infocdn__0p6pmj0ybbog13uaixo3vnkuzrelzxruoeevgqgfjpg.jpg,[],$ 645.000.000,3 Habs. 2 Baños 85 m²,"Apartamento en venta en los colores, medellín","Apartamento enMedellín, Antioquia",,Llamar,"Disfruta de la comodidad y amplitud de este apartamento de 85 m², diseñado para ofrecer bienestar en cada rincón. Ubicado en el corazón de Los Colores, este hogar destaca por su iluminación natural, acabados modernos y una distribución funcional ideal para familias.Características Internas:Habitaciones: 3 alcobas amplias y acogedoras.Baños: 2 baños modernos y bien equipados.Zona Social: Sala-comedor integrada que se conecta con la vista exterior.Estudio: Espacio independiente ideal para oficina en casa o zona de lectura.Balcones: Cuenta con 2 balcones, perfectos para disfrutar de la ventilación y la vista del sector.Cocina: Cocina integral de excelente diseño, con red de gas.Zona de Ropas: Independiente y ventilada.Comodidades y Seguridad:Parqueadero: Incluye parqueadero privado.Portería: Seguridad y vigilancia las 24 horas para tu tranquilidad.Unidad Cerrada: Unidad residencial completa con zonas comunes para el disfrute de toda la familia (piscinas, áreas verdes, etc.).Ubicación:Situado en el sector de Los Colores, una zona estratégica de la ciudad, cerca de parques, centros comerciales, colegios y con excelentes rutas de transporte.",[],6.2647662,-75.5902992,,,,,,,,,,,,,,2026-08-02
"Casa en Venta en Laureles, Medellín",https://www.fincaraiz.com.co/casa-en-venta-en-laureles-medellin/193426255,193426255,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.699c7a5fe0d68_infocdn__o8wsbeb74dzs8soiasougqwpqczyozqzpkendqvfjpg.jpg,[],$ 750.000.000,3 Habs. 2 Baños 94 m²,"Casa en venta en laureles, medellín","Casa enMedellín, Antioquia",,Llamar,"Casa lote unifamiliar para la venta en Laureles sector estadiocon 90m2 de área. Cuenta con 3 alcobas con clóset, sala comedor, cocina integral con red de gas, patio y zona de ropas, piso en cerámica .Excelente ubicación, cerca del estadio, supermercados, cajeros automáticos y transporte público. Estrato: 5 Valor.",[],6.256767,-75.5901729,,,,,,,,,,,,,,2026-08-02
Apartamento en Venta en Medellín,https://www.fincaraiz.com.co/apartamento-en-venta-en-medellin/193316623,193316623,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6973df1710b8f_infocdn__y4mfac81ntfva0yefgmmunhypii7aeyhe5iypoysjpg.jpg,[],$ 1.950.000.000,3 Habs. 4 Baños 175 m²,Apartamento en venta en medellín,"Apartamento enMedellín, Antioquia",,Llamar,"Hermoso apartamento ubicado en San Lucas, Medellín, en proyecto nuevo (2025) bajo modalidad de cesión de derechos. Se destaca por sus amplios espacios, diseño contemporáneo y una cuidada selección de materiales como acero, ladrillo y madera, que aportan elegancia, calidez y exclusividad. Arquitectura integrada a la naturaleza, con fachadas vivas y jardines que generan una sensación de frescura y conexión con el entorno.Unidad residencial de alto nivel, con concepto arquitectónico premium y enfoque en integración con la naturaleza. Ofrece un estilo de vida exclusivo, con diseño sofisticado, zonas comunes de alto estándar y una ubicación privilegiada en el sector San Lucas, ideal para quienes buscan confort, lujo y valorización.",[],6.1799446,-75.5640593,,,,,,,,,,,,,,2026-08-02
"Local en Venta en Guayaquil, Medellín",https://www.fincaraiz.com.co/local-en-venta-en-guayaquil-medellin/192513439,192513439,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6848d8b1876b1_infocdn__74-1-16716047jpg.jpg,[],$ 1.250.000.000,35 m²,"Local en venta en guayaquil, medellín","Local Comercial enMedellín, Antioquia",,Llamar,"Invierte en un local con alto potencial de valorización y rentabilidad. Ubicado en uno de los centros comerciales más reconocidos del centro de Medellín, este inmueble se beneficia de un constante flujo de turistas, visitantes y alto tráfico vehicular, ofreciendo una ubicación estratégica para todo tipo de actividad comercial.Con un área de 35.67 m², este local es ideal para marcas, emprendimientos o inversionistas que buscan una propiedad en una de las zonas comerciales más dinámicas de la ciudad.",[],6.2471452150293,-75.572286606766,,,,,,,,,,,,,,2026-08-02
"Local en Venta en La candelaria, Medellín",https://www.fincaraiz.com.co/local-en-venta-en-la-candelaria-medellin/193169686,193169686,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a5fc31c8b37e_infocdn__5155-1-1764880479jpg.jpg,[],$ 200.000.000,23 m²,"Local en venta en la candelaria, medellín","Local Comercial enMedellín, Antioquia",,Llamar,"Descubre una excelente oportunidad de inversión con este local comercial de 23,48 m², estratégicamente ubicado en la plazoleta de comidas de un reconocido centro comercial, una de las zonas con mayor afluencia de visitantes y mayor dinamismo comercial. Rodeado de marcas reconocidas y una variada oferta gastronómica, este espacio ofrece una ubicación privilegiada que favorece la visibilidad y el potencial de valorización.Ideal para inversionistas que buscan un activo comercial con gran proyección, este inmueble combina una ubicación estratégica, alta demanda y un entorno consolidado, convirtiéndose en una excelente alternativa para fortalecer un portafolio de inversión.No dejes pasar esta oportunidad de adquirir un local en una de las zonas más atractivas del centro comercial. IMPULSAMOS SINERGIA EMPRESARIAL S.A.S.",[],6.2503789115,-75.565119234643,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en Guayabal, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-guayabal-medellin/193992184,193992184,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a57a1e7024db_infocdn__71256-1-1784126671-1jpg.jpg,[],$ 495.000.000,2 Habs. 2 Baños 63 m²,"Apartamento en venta en guayabal, medellín","Apartamento enMedellín, Antioquia",,Llamar,"Compra con nosotros tu próximo apartamento en Guayabal. El inmueble cuenta con un área de 63 metros, distribuida de manera funcional en 2 habitaciones, 2 clósets, 2 baños, cocina integral con barra americana, red de gas, ascensor, sala comedor, zona de ropas, balcón, piso en porcelanato  y madera laminada, parqueadero cubierto y cuarto útil. Ubicado en portería 24 horas, piscina, sauna y turco, 2 salones sociales, 2 salones de juegos zona infantil, zonas verdes, plazoletas sociales, gimnasio totalmente dotado y shut de basuras. Estrato 5. Piso 12. Su ubicación estratégica permite fácil acceso a vías principales, transporte público y rutas del Metro, cerca a Ciudad del Río y CC Monterrey, además de cercanía a supermercados, restaurantes y colegios. Una excelente opción para quienes buscan comodidad, ubicación y calidad de vida. Visita www.maxibienes.com y agenda tu visita. Código 71256",[],6.222843,-75.577599,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en La linde, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-la-linde-medellin/193817227,193817227,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a1a0450a0776_infocdn__gr154140520260529035419jpeg.jpeg,[],$ 1.650.000.000,4 Habs. 4 Baños 254 m²,"Apartamento en venta en la linde, medellín","Apartamento enMedellín, Antioquia",,Llamar,"Apartamento ubicado en el sector de La Linde cerca de centros comerciales, restaurantes, supermercados y multiple servicios complementarios. Piso en marmol, puerta de seguridad, sala, comedor, biblioteca, 4 habitaciones cada una con baño, cocina integral, calentador de gas, alcoba mas baño del servicio, zona de ropas, 2 parqueaderos mas un cuarto util. Unidad con vigilancia las 24 horas, citofonia y zonas verdes.",[],6.2177397,-75.5701309,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en Simon bolivar, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-simon-bolivar-medellin/193795789,193795789,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a14b476215ba_infocdn__ya22g1tpjmtsxzayreu6t6bj90vqfj0eevit1dnujpg.jpg,[],$ 1.300.000.000,4 Habs. 4 Baños 184.09 m²,"Apartamento en venta en simon bolivar, medellín","Apartamento enMedellín, Antioquia",,Llamar,"Penthouse dúplex en venta sector simón bolívar - la América, cuenta con un área construida de 149.74 m2 y un área libre de 34.35 m2, piso 8 y 9 con acceso por ascensor, dispone de 4 habitaciones, dos de ellas con baño y closet en puertas vidriera, cocina integral con isla, salón comedor amplio, zona de ropas completamente independiente, jacuzzi para 6 persona, terraza con cocineta, parqueadero privado cubierto y cuarto útil.Cerca a la iglesia de la América, colegio Salazar, rutas de trasporte y demás servicios sociales a la mano.Pedido $1.300.000.000Administracion $350.000",[],6.2497077,-75.6045629,,,,,,,,,,,,,,2026-08-02
Casa en Venta en Envigado,https://www.fincaraiz.com.co/casa-en-venta-en-envigado/193662872,193662872,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a68edf8a3525_infocdn__gr431361120260313105516jpg.jpg,[],$ 1.750.000.000,4 Habs. 5 Baños 300 m²,Casa en venta en envigado,"Casa enMedellín, Antioquia",,Llamar,"Casa en  ubicada en un sector tranquilo y campestre,cerca de gimnasios, supermercados, restaurantes, centros comerciales y estacion de gasolina. El inmueble cuenta con 4 habitaciones, 5 baños, piso en ceramica, cocina integral, zona de ropas, alcoba del servicio mas baño, estudio y 2 parqueaderos. La unidad tiene vigilancia las 24 horas, circuito cerrado de tv, piscina, salon social, parques infantiles y zonas verdes.",[],6.180546,-75.5655382,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en Calasanz, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-calasanz-medellin/193895687,193895687,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a691968bc31b_infocdn__gr-vendo-hermoso-apartamento-nuev-1784414528-3008-3336jpeg.jpeg,[],$ 500.000.000,3 Habs. 2 Baños 71 m²,"Apartamento en venta en calasanz, medellín","Apartamento enMedellín, Antioquia",,Llamar,"VENDO HERMOSO APARTAMENTO NUEVO EN FARO VERDE - CESIÓN DE DERECHOS, ENTREGA INMEDIATA- 2 habitaciones con espacio para la tercera- cocina tipo americana- sala comedor- 2 baños- parqueaderoApartamento totalmente nuevo. Su valor es 500 millones de pesos negociables, muy por debajo del mercado en sala de ventas. Está listo para ENTREGA INMEDIATA.PRECIO DE OPORTUNIDAD!Las imágenes que ves en la publicación son de referencia.",[],6.2703918302928,-75.60553050237,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en Castropol, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-castropol-medellin/193858406,193858406,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a28a5be93db2_infocdn__pqjlqwlwgrq7koxjm1wtqdhcmzyi1znr2kbqerh2jpg.jpg,[],$ 620.000.000,1 Hab 2 Baños 80 m²,"Apartamento en venta en castropol, medellín","Apartamento enMedellín, Antioquia",,Llamar,"Apartamento con ubicación estratégica en el corazón de Castropol, uno de los sectores más tradicionales y apetecidos de El Poblado. Con excelente conectividad hacia la Avenida El Poblado, Las Palmas y el centro de Medellín, esta propiedad combina comodidad, tranquilidad y una valorización permanente. Ubicado en un edificio de excelente tradición y muy buena administración, con cerca de 30 años de construido, este apartamento de 80 mts² ofrece amplios espacios, excelente iluminación natural y un entorno rodeado de zonas verdes y tranquilidad. Ideal para quienes buscan vivir cerca de todo, con fácil acceso a comercio, restaurantes, oficinas, supermercados y vías principales. Originalmente el apartamento cuenta con dos alcobas; sin embargo, actualmente una de ellas fue adaptada como estudio o biblioteca, brindando un espacio adicional muy funcional para trabajar o disfrutar en familia. Existe la posibilidad de habilitar nuevamente la segunda habitación de manera sencilla, según las necesidades del nuevo propietario.  Su distribución brinda ambientes cómodos y funcionales, además de un gran potencial para remodelar y modernizar a gusto, convirtiéndose también en una excelente oportunidad de inversión.✨ Dos alcobas originalmente✨ Actualmente con estudio o biblioteca✨ Posibilidad de recuperar fácilmente la segunda habitación✨ Sector residencial tranquilo✨ Excelente urbanismo y entorno arborizado✨ Fácil acceso a El Poblado, Las Palmas y centro de Medellín✨ Edificio bien conservado y administrado✨ Ideal para habitar o remodelarUna propiedad con ubicación privilegiada, gran potencial y el respaldo de un sector altamente valorizado. PROPIEDAD SUJETA A DISPONIBILIDAD. CITA PREVIA. CÓDIGO WEB AP118.",[],6.2161401,-75.56697,,,,,,,,,,,,,,2026-08-02
"Apartaestudio en Venta en Los angeles, Medellín",https://www.fincaraiz.com.co/apartaestudio-en-venta-en-los-angeles-medellin/193528702,193528702,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a1a035c7c74f_infocdn__gr1995941220260528054315png.png,[],$ 210.000.000,1 Hab 1 Baño 36 m²,"Apartaestudio en venta en los angeles, medellín","Apartaestudio enMedellín, Antioquia",,Llamar,"✨? APARTAESTUDIO EN VENTA – SECTOR LOS ÁNGELES ✨¡Excelente oportunidad para vivir o invertir en una de las zonas más estratégicas de Medellín! ?? Ubicado en el sector Los Ángeles, cerca de la Clínica del Rosario sede Villa Hermosa, con fácil acceso a transporte, comercio y servicios.? Características del inmueble:✔ 1 habitación✔ 1 baño cabinado✔ Cocina integral✔ Zona de ropas✔ Calentador a gas✔ Piso en cerámica✔ Excelente iluminación y hermosa vista ?? El edificio cuenta con:✔ Portería 24 horas✔ Ascensor par e impar✔ Parqueadero común para moto ?? Ideal para inversión, renta o vivienda propia, gracias a su excelente ubicación y alta demanda en el sector.? ¡Contáctanos y agenda tu visita!Una oportunidad que no puedes dejar pasar ?",[],6.2570926414748,-75.559844970703,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en Los Balsos, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-los-balsos-medellin/193778568,193778568,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a5a81f20a45f_infocdn__gr-apartamento-en-venta-los-balso-1779388470-4382-3729jpeg.jpeg,[],$ 890.000.000,3 Habs. 2 Baños 99 m²,"Apartamento en venta en los balsos, medellín","Apartamento enMedellín, Antioquia",,Llamar,"Apartamento Moderno Iluminado con 3 alcobas, alcoba principal con vestiier y baño privado, sala comedor, balcón, cocina integral con zona de lavanderia.Excelente ubicación cerca a la milla de oro, centro comercial santafe y Oviedo.Unidad residencial Completa con piscina, salon social, jardin, zona de mascotas, parqueadero de visitantes, porteria 24/7 y vigilacia. Parqueadero doble lineal + cuarto útil.Predial Anual $ ***.",[],6.1964908790296,-75.571358939633,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en Calasanz, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-calasanz-medellin/193754228,193754228,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a3e9796eeb41_infocdn__c5b318d0-f280-41af-9348-8bbb383811ec.jpeg,[],$ 350.000.000,2 Habs. 2 Baños 50 m²,"Apartamento en venta en calasanz, medellín","Apartamento enMedellín, Antioquia",,Llamar,"apartamento con excelente precio de dos alcobas, dos baños terminados, sala comedor, parqueadero privado, cocina integral, red gas, calentador gas, balcón, este se encuentra en unidad cerrada con portería 24 horas, gym, salón social, zonas verdes, juegos infantiles, piscina.Cerca al mall santa ana. Calasanz parte alta, zona campestre.  ***",[],6.2700823559052,-75.60497045517,,,,,,,,,,,,,,2026-08-02
